board: 0 dimension: 6 filled tiles: 0
type1 = 3, type2 = 1, type3 = 0, type4 = 0, type5 = 0board: 1 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 759 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 760 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 761 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 762 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 763 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 764 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 765 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 766 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 767 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 768 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 769 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 770 dimension: 6 filled tiles: 0
type1 = 3, type2 = 1, type3 = 0, type4 = 0, type5 = 0board: 771 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 772 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 773 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 774 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 775 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 776 dimension: 6 filled tiles: 0
type1 = 5, type2 = 0, type3 = 0, type4 = 0, type5 = 0board: 777 dimension: 6 filled tiles: 0
type1 = 3, type2 = 1, type3 = 0, type4 = 0, type5 = 0board: 778 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 779 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 780 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 781 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 782 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 783 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 784 dimension: 6 filled tiles: 0
type1 = 5, type2 = 0, type3 = 0, type4 = 0, type5 = 0board: 785 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 786 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 787 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 788 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 789 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 790 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 791 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 792 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 793 dimension: 6 filled tiles: 0
type1 = 3, type2 = 1, type3 = 0, type4 = 0, type5 = 0board: 794 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 795 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 796 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 797 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 798 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 799 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 800 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 801 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 802 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 803 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 804 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 805 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 806 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 807 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 808 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 809 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 810 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 811 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 812 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 813 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 814 dimension: 6 filled tiles: 0
type1 = 5, type2 = 0, type3 = 0, type4 = 0, type5 = 0board: 815 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 816 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 817 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 818 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 819 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 820 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 821 dimension: 6 filled tiles: 0
type1 = 3, type2 = 1, type3 = 0, type4 = 0, type5 = 0board: 822 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 823 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 824 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 825 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 826 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 827 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 828 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 829 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 830 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 831 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 832 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 833 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 834 dimension: 6 filled tiles: 0
type1 = 5, type2 = 0, type3 = 0, type4 = 0, type5 = 0board: 835 dimension: 6 filled tiles: 0
type1 = 3, type2 = 1, type3 = 0, type4 = 0, type5 = 0board: 836 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 837 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 838 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 839 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 840 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 841 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 842 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 843 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 844 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 845 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 846 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 847 dimension: 6 filled tiles: 0
type1 = 3, type2 = 1, type3 = 0, type4 = 0, type5 = 0board: 848 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 849 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 850 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 851 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 852 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 853 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 854 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 855 dimension: 6 filled tiles: 0
type1 = 3, type2 = 1, type3 = 0, type4 = 0, type5 = 0board: 856 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 857 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 858 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 859 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 860 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 861 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 862 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 863 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 864 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 865 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 866 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 867 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 868 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 869 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 870 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 871 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 872 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 873 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 874 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 875 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 876 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 877 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 878 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 879 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 880 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 881 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 882 dimension: 6 filled tiles: 0
type1 = 3, type2 = 1, type3 = 0, type4 = 0, type5 = 0board: 883 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 884 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 885 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 886 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 887 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 888 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 889 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 890 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 891 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 892 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 893 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 894 dimension: 6 filled tiles: 0
type1 = 3, type2 = 1, type3 = 0, type4 = 0, type5 = 0board: 895 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 896 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 897 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 898 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 899 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 900 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 901 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 902 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 903 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 904 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 905 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 906 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 907 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 908 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 909 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 910 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 911 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 912 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 913 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 914 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 915 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 916 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 917 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 918 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 919 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 920 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 921 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 922 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 923 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 924 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 925 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 926 dimension: 6 filled tiles: 0
type1 = 3, type2 = 1, type3 = 0, type4 = 0, type5 = 0board: 927 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 928 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 929 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 930 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 931 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 932 dimension: 6 filled tiles: 0
type1 = 3, type2 = 1, type3 = 0, type4 = 0, type5 = 0board: 933 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 934 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 935 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 936 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 937 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 938 dimension: 6 filled tiles: 0
type1 = 3, type2 = 1, type3 = 0, type4 = 0, type5 = 0board: 939 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 940 dimension: 6 filled tiles: 0
type1 = 3, type2 = 1, type3 = 0, type4 = 0, type5 = 0board: 941 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 942 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 943 dimension: 6 filled tiles: 0
type1 = 3, type2 = 1, type3 = 0, type4 = 0, type5 = 0board: 944 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 945 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 946 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 947 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 948 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 949 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 950 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 951 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 952 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 953 dimension: 6 filled tiles: 0
type1 = 3, type2 = 1, type3 = 0, type4 = 0, type5 = 0board: 954 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 955 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 956 dimension: 6 filled tiles: 0
type1 = 3, type2 = 1, type3 = 0, type4 = 0, type5 = 0board: 957 dimension: 6 filled tiles: 0
type1 = 3, type2 = 1, type3 = 0, type4 = 0, type5 = 0board: 958 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 959 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 960 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 961 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 962 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 963 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 964 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 965 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 966 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 967 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 968 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 969 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 970 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 971 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 972 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 973 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 974 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 975 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 976 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 977 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 978 dimension: 6 filled tiles: 0
type1 = 3, type2 = 1, type3 = 0, type4 = 0, type5 = 0board: 979 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 980 dimension: 6 filled tiles: 0
type1 = 3, type2 = 1, type3 = 0, type4 = 0, type5 = 0board: 981 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 982 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 983 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 984 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 985 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 986 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 987 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 988 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 989 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 990 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 991 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 992 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 993 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0board: 994 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 995 dimension: 6 filled tiles: 0
type1 = 1, type2 = 2, type3 = 0, type4 = 0, type5 = 0board: 996 dimension: 6 filled tiles: 0
type1 = 2, type2 = 0, type3 = 1, type4 = 0, type5 = 0board: 997 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 998 dimension: 6 filled tiles: 0
type1 = 1, type2 = 0, type3 = 0, type4 = 1, type5 = 0board: 999 dimension: 6 filled tiles: 0
type1 = 0, type2 = 1, type3 = 1, type4 = 0, type5 = 0
